exam_score,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
81.3,21,male,b.tech,7.78,64.3,yes,7.7,poor,self-study,medium,moderate
41.8,21,other,b.tech,2.69,76.1,yes,5.2,average,self-study,low,moderate
36.5,22,other,b.sc,3.03,71.3,no,4.8,poor,self-study,high,moderate
77.7,21,male,ba,4.01,96.1,yes,6.2,average,group study,high,easy
48.7,20,female,diploma,2.71,66.7,yes,7.6,average,group study,medium,easy
32.6,20,male,bba,0.75,58.7,no,7.0,poor,self-study,medium,easy
58.6,20,other,b.tech,3.82,86.8,yes,5.3,poor,mixed,high,easy
75.5,24,other,b.sc,6.71,89.1,no,8.7,average,group study,medium,easy
38.7,19,female,bca,2.42,55.4,yes,6.3,poor,mixed,high,hard
45.7,24,female,b.tech,1.79,74.3,yes,5.2,good,mixed,medium,moderate
53.2,19,male,b.com,1.37,83.2,yes,5.0,good,self-study,high,hard
68.8,20,other,bca,4.38,95.1,yes,9.3,poor,self-study,low,hard
86.5,19,male,b.com,6.72,89.5,yes,8.9,good,coaching,low,moderate
66.9,17,male,diploma,2.84,93.2,yes,7.7,poor,self-study,high,easy
52.6,23,other,b.com,4.85,46.9,yes,8.2,average,self-study,medium,moderate
100.0,18,female,diploma,6.66,85.7,yes,8.0,average,self-study,high,easy
62.0,20,male,diploma,5.61,89.9,yes,9.2,average,online videos,high,moderate
79.1,19,female,bca,7.77,44.3,no,8.3,good,group study,high,easy
100.0,18,other,b.com,6.23,82.1,yes,8.1,poor,coaching,medium,moderate
35.0,22,male,b.sc,0.33,40.8,no,7.7,poor,group study,high,hard
67.2,18,male,bca,7.75,42.9,yes,5.6,average,self-study,low,easy
53.5,23,female,b.tech,0.86,84.0,yes,8.0,poor,coaching,high,hard
48.5,23,other,bca,0.1,73.8,yes,8.5,average,group study,high,moderate
51.5,23,other,diploma,4.95,42.0,yes,6.5,average,online videos,medium,moderate
100.0,22,female,diploma,6.37,94.7,yes,9.4,good,coaching,medium,hard
82.9,20,female,b.tech,5.38,94.3,yes,6.7,good,coaching,high,moderate
60.9,17,male,bca,5.2,80.5,yes,5.9,poor,coaching,high,moderate
52.8,19,female,bba,1.73,70.1,yes,6.8,poor,mixed,medium,moderate
73.6,17,other,b.tech,2.49,50.7,yes,9.7,average,self-study,high,moderate
52.5,17,male,b.sc,6.25,40.6,yes,7.2,poor,mixed,low,easy
51.6,21,other,b.com,0.16,72.7,no,4.4,good,mixed,high,hard
44.6,19,female,b.com,2.79,61.3,yes,4.1,good,self-study,low,easy
93.4,21,female,b.tech,7.63,81.6,yes,8.5,average,coaching,low,moderate
38.8,22,male,bba,5.59,70.8,yes,4.9,good,self-study,low,hard
74.8,23,other,b.com,4.19,83.4,no,5.7,average,mixed,high,hard
67.6,22,other,bba,5.38,67.5,yes,9.9,poor,coaching,low,easy
59.7,21,male,b.sc,5.86,46.3,yes,9.8,good,group study,medium,moderate
84.9,17,male,ba,5.45,86.3,yes,7.8,good,coaching,low,hard
83.1,23,female,bba,5.87,95.8,yes,6.1,average,group study,low,hard
39.0,17,female,bba,4.0,41.4,yes,7.5,average,online videos,high,moderate
33.6,19,female,bca,1.42,76.8,yes,5.0,poor,mixed,medium,moderate
43.1,19,female,b.sc,2.64,83.0,yes,7.4,average,group study,low,easy
20.3,18,female,ba,0.41,55.0,yes,4.9,average,online videos,high,moderate
42.4,22,male,b.com,2.29,44.7,yes,6.3,good,self-study,medium,hard
55.2,19,female,bca,2.9,91.7,yes,9.3,good,mixed,low,moderate
60.8,21,female,b.sc,4.81,45.4,yes,8.6,good,coaching,low,moderate
77.5,18,female,b.com,2.84,99.0,yes,6.1,average,coaching,low,moderate
32.1,18,other,ba,1.57,78.8,yes,4.5,poor,self-study,medium,moderate
97.6,22,male,bca,7.91,86.6,no,6.0,average,group study,medium,easy
88.8,20,female,b.tech,4.02,92.3,yes,9.7,poor,mixed,medium,moderate
65.3,23,other,b.tech,6.24,69.0,yes,6.7,good,online videos,low,easy
32.4,19,male,b.com,0.68,42.0,yes,7.4,average,self-study,high,hard
82.0,23,other,b.tech,5.76,54.2,yes,8.8,poor,online videos,high,hard
82.1,21,other,bca,7.45,68.6,yes,7.1,good,online videos,high,moderate
66.1,19,male,diploma,4.03,90.0,yes,7.8,good,mixed,low,moderate
55.3,24,other,bca,0.98,94.2,yes,6.7,average,group study,medium,hard
64.0,17,female,bba,5.09,82.0,yes,4.3,poor,coaching,high,easy
83.7,21,other,diploma,6.18,98.2,yes,8.2,average,online videos,low,easy
52.8,22,female,bba,3.55,40.6,yes,7.9,average,coaching,low,hard
67.9,23,other,bba,5.98,47.7,yes,6.8,good,group study,low,easy
50.6,23,male,bba,0.74,79.5,yes,9.6,poor,self-study,high,easy
24.1,18,female,b.sc,0.09,50.2,yes,5.1,good,self-study,medium,easy
32.1,18,male,bca,0.81,46.0,yes,9.9,poor,group study,medium,moderate
66.9,19,male,diploma,5.93,43.4,yes,6.2,average,mixed,low,moderate
64.9,17,other,b.com,3.75,86.8,yes,9.8,poor,self-study,medium,moderate
64.9,17,female,b.sc,5.61,92.6,yes,9.6,average,group study,medium,moderate
81.8,24,other,b.tech,7.33,71.8,yes,5.8,average,online videos,low,easy
78.6,18,male,b.com,7.32,68.2,yes,4.4,poor,mixed,medium,moderate
49.3,20,female,bca,2.28,60.7,no,4.2,average,self-study,low,moderate
65.6,20,other,b.com,3.09,45.1,yes,6.1,good,coaching,medium,easy
39.9,24,other,b.sc,0.3,80.9,no,5.8,average,group study,high,easy
50.2,18,female,b.sc,2.15,48.3,yes,9.4,good,coaching,low,moderate
83.3,23,male,ba,6.83,72.4,yes,5.1,good,mixed,high,moderate
64.1,21,other,b.com,6.54,47.1,yes,6.5,poor,self-study,low,hard
41.1,18,female,b.com,4.23,48.2,no,6.3,poor,mixed,low,easy
84.4,21,other,diploma,5.64,97.0,yes,4.9,good,group study,medium,easy
22.1,21,male,bba,0.08,64.1,yes,5.5,poor,group study,low,moderate
39.2,22,female,b.sc,2.03,53.6,yes,5.8,poor,self-study,medium,easy
94.0,19,female,bca,6.88,96.8,yes,8.5,good,self-study,high,moderate
75.3,21,male,bba,6.07,49.8,yes,7.9,good,self-study,medium,moderate
61.0,17,female,bba,7.19,64.1,yes,6.7,poor,group study,high,moderate
57.6,22,other,bba,5.77,45.9,yes,4.1,good,mixed,low,moderate
57.6,23,other,diploma,5.92,59.6,yes,9.3,poor,group study,medium,moderate
80.3,17,other,b.tech,7.74,72.7,yes,7.0,average,mixed,high,moderate
87.7,23,female,b.tech,3.98,78.7,yes,8.5,good,mixed,medium,moderate
70.8,20,male,bba,5.43,62.8,yes,4.7,average,coaching,medium,moderate
100.0,21,female,ba,5.36,96.5,yes,4.4,good,online videos,high,moderate
35.8,24,other,bca,2.87,46.7,no,4.7,poor,coaching,high,hard
56.3,23,female,b.tech,5.6,83.3,yes,5.2,poor,self-study,medium,moderate
79.1,24,male,b.com,3.98,65.2,no,8.8,good,coaching,high,moderate
82.6,20,other,b.com,6.82,51.8,yes,8.3,average,mixed,high,moderate
45.8,24,other,bca,0.82,74.0,yes,8.8,average,online videos,low,moderate
43.7,17,female,b.sc,3.3,58.7,no,7.6,poor,coaching,low,easy
49.1,21,male,b.com,1.89,66.4,yes,4.8,average,self-study,medium,easy
50.4,20,other,bba,2.49,60.9,yes,5.3,average,coaching,high,hard
80.2,20,female,bba,7.48,72.7,yes,9.6,good,mixed,low,moderate
72.5,24,male,b.sc,6.61,62.6,yes,4.3,good,online videos,medium,hard
53.2,19,female,diploma,1.62,85.4,yes,7.3,average,coaching,low,moderate
73.4,20,male,ba,6.54,47.4,yes,9.0,average,mixed,medium,moderate
57.2,18,male,b.tech,3.92,97.2,no,8.6,average,group study,medium,moderate
46.3,22,male,ba,0.83,57.1,yes,7.5,poor,mixed,medium,easy
67.9,22,female,b.tech,6.01,61.9,yes,5.9,good,coaching,high,easy
38.4,21,female,bca,0.99,64.5,yes,5.5,average,self-study,low,moderate
78.5,22,male,ba,7.26,41.3,yes,9.1,poor,group study,high,moderate
55.3,19,male,diploma,1.74,79.2,yes,8.6,poor,mixed,medium,moderate
47.2,17,male,b.sc,2.77,93.5,yes,6.9,poor,mixed,low,moderate
76.3,22,female,ba,6.01,46.5,yes,9.9,poor,mixed,medium,easy
61.6,21,other,bba,6.03,43.4,yes,9.4,average,self-study,low,moderate
73.9,24,male,ba,4.5,73.6,yes,9.7,average,online videos,medium,easy
73.2,17,male,bba,7.05,67.2,no,5.7,poor,mixed,medium,easy
93.3,17,female,ba,7.4,93.8,yes,6.1,poor,mixed,high,hard
80.8,20,female,ba,4.37,76.0,yes,8.5,poor,coaching,high,hard
70.6,18,female,b.sc,5.41,90.2,yes,8.1,good,online videos,medium,easy
55.1,23,female,ba,2.32,62.7,yes,9.1,good,online videos,low,moderate
70.1,23,male,ba,5.27,64.6,yes,5.7,poor,mixed,low,moderate
30.5,20,female,bba,3.4,48.6,yes,7.4,poor,self-study,low,easy
68.5,19,male,bba,3.12,98.7,yes,8.5,average,online videos,low,moderate
45.7,19,other,b.tech,3.21,54.8,no,5.4,poor,coaching,low,easy
50.2,22,male,diploma,3.96,71.8,no,7.8,average,self-study,high,moderate
73.9,24,other,b.com,4.28,86.4,yes,8.1,good,group study,low,moderate
44.2,23,other,bca,4.62,61.8,yes,7.2,poor,mixed,low,moderate
28.7,19,male,bba,1.13,59.5,yes,6.4,average,mixed,medium,easy
32.0,18,other,ba,0.08,65.1,yes,6.3,poor,self-study,medium,moderate
59.6,23,male,ba,3.36,78.9,yes,7.4,poor,mixed,medium,moderate
77.6,21,female,bca,3.8,80.4,yes,9.9,good,mixed,high,moderate
33.5,17,female,diploma,4.0,43.4,yes,5.3,poor,online videos,high,easy
60.8,20,female,ba,0.89,97.6,yes,8.7,average,self-study,low,moderate
54.9,20,male,b.sc,4.27,71.8,yes,7.8,poor,coaching,high,moderate
78.2,22,male,b.sc,6.76,40.6,no,8.0,average,group study,low,hard
53.1,17,female,b.tech,4.46,70.5,yes,7.1,average,self-study,high,moderate
70.6,18,male,b.tech,4.84,65.2,yes,6.3,poor,group study,medium,easy
54.3,19,male,bca,4.08,94.0,yes,5.5,good,coaching,medium,hard
52.4,18,male,ba,3.23,60.9,yes,5.1,good,online videos,medium,moderate
47.9,22,male,b.tech,0.14,57.4,yes,6.5,poor,coaching,high,easy
73.7,22,male,bca,6.66,60.4,no,9.3,average,mixed,low,hard
39.1,24,other,bca,0.4,41.0,yes,4.5,good,self-study,high,moderate
81.3,17,female,bba,5.91,87.8,yes,5.2,good,mixed,medium,easy
58.1,20,female,bca,5.52,69.9,yes,4.4,poor,mixed,medium,easy
61.9,22,other,b.com,6.66,53.7,yes,8.7,good,self-study,low,moderate
71.0,19,female,bba,5.04,91.0,yes,6.5,poor,group study,medium,hard
73.7,19,male,b.tech,1.96,81.0,yes,7.4,average,self-study,high,moderate
84.3,21,other,ba,6.07,96.7,no,8.7,good,online videos,high,moderate
37.1,17,other,b.tech,0.77,52.3,yes,4.7,poor,self-study,high,easy
64.7,18,male,b.com,3.65,90.6,yes,7.6,poor,mixed,high,easy
100.0,19,female,ba,7.09,79.1,yes,9.0,good,group study,low,easy
34.9,23,other,diploma,2.94,58.2,yes,4.6,poor,self-study,medium,easy
72.2,17,female,b.tech,5.47,89.2,no,5.1,good,self-study,medium,moderate
86.5,22,other,b.sc,6.29,82.0,no,7.1,good,group study,high,moderate
28.7,23,other,b.sc,1.04,49.0,yes,5.8,poor,group study,medium,moderate
67.0,18,male,b.tech,4.47,42.4,yes,6.2,good,coaching,high,hard
54.1,23,other,b.sc,2.79,60.7,yes,7.3,average,group study,medium,moderate
19.599,23,male,b.com,1.23,82.8,yes,5.1,poor,self-study,medium,easy
97.7,19,male,ba,7.1,98.9,yes,8.0,good,mixed,medium,moderate
88.0,24,male,b.sc,6.88,93.5,no,5.0,poor,group study,medium,moderate
67.1,20,female,ba,1.58,89.8,no,6.0,good,online videos,medium,hard
35.5,21,female,b.com,0.13,64.4,yes,5.5,poor,coaching,medium,easy
58.5,19,male,b.com,6.22,49.3,yes,7.6,good,online videos,low,easy
19.599,23,male,diploma,0.32,43.3,yes,9.1,poor,mixed,medium,easy
67.9,23,female,b.tech,4.8,91.5,yes,6.1,good,self-study,low,easy
38.5,23,other,b.tech,1.43,70.4,yes,8.5,average,coaching,low,easy
75.7,22,female,bca,6.27,93.3,no,5.2,poor,self-study,low,easy
19.6,23,male,b.com,0.5,80.5,yes,9.2,good,online videos,medium,hard
60.6,23,male,bca,6.68,51.3,yes,9.2,poor,online videos,low,hard
50.3,19,female,ba,3.52,82.7,yes,9.4,poor,group study,low,moderate
48.3,17,female,b.tech,4.01,46.8,no,8.8,good,group study,medium,hard
73.4,17,female,ba,4.0,84.8,yes,8.1,good,mixed,low,moderate
71.0,23,other,ba,7.91,79.0,yes,4.7,poor,online videos,high,easy
54.4,19,female,bca,3.49,94.1,yes,5.6,good,group study,medium,moderate
24.3,21,other,ba,1.31,47.0,no,7.0,good,self-study,low,moderate
65.4,20,other,bba,2.66,93.4,yes,4.9,average,mixed,high,moderate
71.9,19,male,b.com,4.68,88.7,yes,6.8,good,group study,low,easy
86.0,19,female,b.sc,7.9,69.1,yes,4.1,poor,online videos,high,hard
19.599,17,other,b.sc,0.51,59.7,yes,5.3,poor,self-study,low,moderate
57.7,18,male,diploma,1.05,92.6,yes,4.6,average,self-study,high,moderate
68.2,20,male,ba,3.13,87.7,yes,5.4,good,self-study,high,moderate
70.4,21,female,ba,7.54,40.6,yes,4.7,good,self-study,high,hard
35.3,21,other,ba,0.19,77.8,yes,5.1,good,self-study,medium,easy
76.3,24,male,b.sc,0.55,91.7,yes,9.5,good,online videos,high,hard
26.7,18,female,b.com,0.72,48.4,yes,5.9,poor,group study,high,hard
75.9,18,female,ba,5.59,76.5,yes,9.9,poor,mixed,low,moderate
57.6,24,male,bba,0.81,75.1,no,7.9,good,coaching,high,hard
40.6,24,male,bca,3.45,60.5,yes,6.8,poor,self-study,low,moderate
44.3,21,male,bca,2.05,42.5,yes,6.9,good,coaching,high,hard
71.2,22,other,bca,5.36,59.9,yes,7.8,poor,coaching,high,hard
69.0,22,other,bba,6.21,86.8,yes,9.3,good,online videos,high,hard
38.3,18,male,b.com,3.13,64.7,yes,6.1,good,mixed,low,easy
31.0,17,other,b.sc,3.48,67.7,yes,7.7,good,self-study,low,hard
65.3,19,male,ba,6.13,65.4,yes,4.2,average,group study,high,easy
30.7,23,male,diploma,2.69,50.2,yes,5.1,average,mixed,high,moderate
57.6,17,other,b.tech,5.7,83.1,yes,4.5,poor,self-study,medium,easy
73.4,18,other,ba,3.05,90.9,yes,5.0,good,mixed,high,hard
60.2,23,female,b.sc,1.99,81.8,yes,4.7,average,mixed,medium,easy
70.4,17,female,bca,7.63,79.9,yes,6.2,poor,online videos,low,hard
75.4,20,female,b.sc,7.35,45.8,yes,9.9,poor,online videos,low,easy
68.0,22,male,b.tech,5.76,58.5,yes,8.3,average,online videos,medium,moderate
77.8,17,other,bca,5.62,74.4,yes,9.6,average,group study,high,hard
49.3,19,female,b.sc,1.09,81.2,no,7.9,average,online videos,low,hard
96.4,21,female,b.com,5.71,94.8,yes,9.5,average,mixed,high,easy
58.4,19,female,ba,5.94,47.5,yes,8.7,poor,group study,high,moderate
31.3,22,female,diploma,1.14,75.2,yes,4.1,poor,online videos,medium,moderate
66.9,22,male,bba,1.62,91.8,no,8.9,average,mixed,high,moderate
64.8,22,male,b.sc,2.3,84.8,no,9.1,poor,coaching,medium,moderate
63.9,23,other,diploma,2.84,90.5,yes,8.5,poor,online videos,high,easy
81.8,17,other,ba,6.67,70.1,yes,9.5,average,mixed,medium,moderate
83.0,19,other,bba,7.17,95.1,yes,6.1,good,group study,medium,moderate
72.5,20,female,bca,7.32,55.4,yes,5.2,average,self-study,low,easy
93.1,20,female,diploma,4.44,89.0,yes,5.0,average,self-study,high,hard
73.0,24,male,bca,5.53,72.0,yes,8.6,good,self-study,high,moderate
63.0,20,female,b.sc,3.76,78.4,yes,7.4,poor,group study,medium,easy
100.0,23,male,ba,6.04,87.6,yes,8.2,poor,coaching,high,easy
47.4,23,male,diploma,1.53,62.5,yes,4.1,poor,self-study,medium,moderate
68.5,18,other,b.sc,6.37,74.1,yes,9.7,average,mixed,medium,hard
70.3,20,other,diploma,5.15,48.6,yes,9.3,average,coaching,medium,moderate
45.1,19,female,b.tech,3.44,52.5,yes,7.7,poor,mixed,low,easy
69.1,20,other,bca,4.27,76.8,yes,5.3,good,online videos,medium,easy
31.3,23,other,b.tech,0.7,63.5,yes,6.5,poor,mixed,low,moderate
80.0,21,female,ba,3.19,87.0,yes,7.4,good,self-study,high,easy
57.3,17,other,b.sc,4.09,81.3,yes,7.5,poor,group study,high,easy
50.1,19,other,b.sc,0.64,92.1,yes,7.0,average,self-study,high,moderate
38.5,23,other,diploma,3.29,83.2,no,5.9,average,coaching,low,moderate
88.0,17,female,b.tech,1.19,97.3,yes,8.4,good,coaching,medium,hard
53.7,24,female,bba,2.86,77.9,yes,5.4,good,online videos,low,moderate
61.3,20,female,bba,3.73,67.9,yes,6.9,average,group study,medium,moderate
50.5,24,male,ba,4.9,59.4,yes,7.7,poor,online videos,medium,moderate
30.9,17,male,b.com,0.82,91.0,yes,6.2,poor,self-study,low,moderate
51.6,24,other,b.sc,4.46,69.3,yes,4.6,average,group study,low,moderate
65.6,22,other,b.tech,1.98,67.2,yes,5.9,poor,group study,medium,moderate
85.3,17,male,b.com,4.51,92.3,yes,9.1,good,mixed,high,hard
44.2,21,female,b.com,6.57,64.1,yes,6.4,average,self-study,low,moderate
84.0,20,male,bba,6.1,79.0,yes,7.9,good,online videos,low,hard
48.3,24,female,b.sc,0.24,93.5,yes,5.1,average,group study,medium,moderate
78.1,24,male,ba,6.4,52.0,no,7.2,poor,coaching,low,moderate
50.6,19,male,b.tech,2.48,84.2,yes,7.3,average,group study,medium,easy
55.6,17,female,ba,1.46,84.2,yes,7.5,good,mixed,high,hard
22.1,24,other,bba,0.13,91.5,yes,6.9,average,group study,medium,hard
72.4,19,male,b.tech,4.79,89.4,yes,4.2,poor,self-study,medium,moderate
69.4,18,male,bca,6.96,69.7,yes,4.2,average,group study,low,moderate
41.6,17,female,bca,2.64,63.5,yes,9.2,poor,mixed,low,easy
29.3,23,female,bca,0.09,91.6,yes,8.9,average,mixed,low,hard
82.3,20,female,ba,7.87,75.4,yes,5.6,good,group study,medium,hard
59.4,23,male,b.sc,4.81,44.4,yes,5.5,poor,group study,medium,moderate
52.7,20,male,b.com,6.74,48.0,yes,7.0,poor,online videos,medium,moderate
58.2,20,other,ba,5.35,67.0,yes,5.1,good,online videos,medium,hard
52.3,18,other,diploma,2.12,74.4,yes,9.9,poor,group study,low,hard
56.9,22,other,diploma,4.8,72.6,yes,6.2,average,online videos,high,moderate
76.5,24,female,b.tech,7.03,85.9,yes,8.2,poor,mixed,low,easy
61.1,19,male,ba,4.15,72.9,no,8.9,good,mixed,high,easy
100.0,17,male,bba,4.05,80.3,yes,8.9,good,group study,high,moderate
82.3,23,female,b.com,4.71,41.2,yes,6.6,average,coaching,high,moderate
52.7,20,female,bba,3.44,55.4,yes,8.4,poor,online videos,high,moderate
85.8,18,female,b.com,3.9,87.8,yes,5.3,good,self-study,high,moderate
40.0,23,female,b.com,0.09,95.4,yes,7.5,poor,self-study,low,moderate
97.9,21,other,b.com,7.36,84.0,yes,9.9,good,coaching,high,moderate
83.1,20,other,b.tech,5.95,97.1,yes,9.1,poor,group study,high,moderate
42.1,17,male,bca,0.35,87.1,yes,6.8,good,online videos,high,easy
46.8,17,other,b.tech,0.7,40.6,no,5.6,good,self-study,high,moderate
59.5,20,other,b.com,4.87,82.8,yes,4.1,average,coaching,medium,easy
57.4,19,male,bca,0.7,77.9,yes,7.8,poor,online videos,medium,easy
58.0,20,other,bca,3.31,49.6,yes,9.7,poor,online videos,medium,hard
50.4,19,female,bca,4.64,70.0,yes,6.3,good,online videos,low,hard
66.6,20,male,ba,5.22,64.1,yes,4.1,poor,group study,low,moderate
96.7,18,female,b.com,6.89,86.0,yes,7.5,average,self-study,medium,moderate
78.1,21,male,bba,6.85,95.4,yes,6.4,poor,online videos,low,moderate
66.5,18,other,diploma,2.43,40.6,yes,8.6,good,coaching,high,moderate
62.5,24,male,b.com,3.39,67.2,yes,9.4,average,mixed,low,moderate
96.3,22,female,b.com,6.6,93.1,no,7.0,poor,mixed,high,moderate
51.9,22,male,b.sc,3.84,57.9,no,9.2,poor,online videos,medium,moderate
57.1,20,male,b.com,2.21,68.5,yes,9.9,good,coaching,high,hard
78.1,19,other,bba,5.49,75.6,no,8.0,poor,mixed,high,moderate
51.8,22,male,diploma,1.04,97.0,yes,8.7,poor,mixed,medium,easy
46.2,19,other,bba,1.49,70.4,yes,6.5,poor,self-study,high,moderate
98.4,18,female,b.sc,4.68,86.1,yes,7.1,poor,coaching,high,easy
90.0,19,female,ba,7.21,98.9,no,8.8,average,self-study,low,moderate
95.8,17,female,b.com,5.91,95.9,yes,7.6,good,group study,high,moderate
70.7,20,female,b.com,6.42,81.5,yes,7.7,poor,group study,medium,hard
42.7,23,male,bba,3.45,73.8,yes,6.5,poor,self-study,medium,easy
68.6,24,male,bba,5.52,93.7,yes,4.7,poor,group study,medium,moderate
55.0,19,male,b.tech,2.33,89.7,yes,9.6,poor,online videos,high,moderate
48.3,23,other,ba,0.88,98.0,yes,4.5,poor,online videos,medium,hard
68.2,20,female,ba,3.77,63.6,yes,5.7,average,mixed,medium,moderate
78.4,23,other,b.tech,5.0,80.8,yes,8.2,average,online videos,high,moderate
81.8,20,female,diploma,7.65,48.5,yes,8.7,poor,mixed,medium,moderate
88.4,18,female,b.tech,6.92,99.1,yes,4.1,poor,self-study,low,hard
64.2,17,female,b.sc,7.66,40.6,yes,4.1,good,group study,low,easy
85.5,24,female,b.tech,5.09,87.3,yes,9.8,good,coaching,low,moderate
56.7,18,female,b.com,4.44,61.8,yes,8.3,average,coaching,medium,easy
55.0,18,male,b.com,1.17,99.4,yes,4.4,average,group study,medium,easy
76.2,19,female,ba,4.95,54.2,yes,8.6,poor,group study,high,moderate
83.3,23,male,bba,7.9,50.3,yes,6.6,poor,online videos,high,moderate
48.7,22,other,bba,0.33,96.3,yes,6.7,good,mixed,medium,hard
33.2,20,male,b.tech,0.9,50.9,yes,4.9,average,mixed,medium,easy
54.9,20,female,bba,4.96,50.0,yes,6.8,good,group study,medium,easy
41.5,19,female,bca,4.16,79.3,yes,5.5,poor,group study,low,moderate
37.8,17,male,ba,2.79,59.7,yes,7.8,good,self-study,medium,easy
39.3,21,female,b.com,0.08,99.4,yes,6.1,poor,group study,medium,moderate
59.8,22,other,ba,3.08,88.1,no,6.2,good,group study,low,hard
100.0,24,other,b.com,5.28,98.9,yes,5.1,good,coaching,medium,moderate
52.0,19,other,b.com,2.1,88.5,no,6.1,average,coaching,low,easy
55.2,20,female,diploma,3.98,97.7,yes,4.7,average,coaching,medium,moderate
66.8,22,male,b.com,1.78,97.2,yes,4.1,good,mixed,high,moderate
46.7,23,female,diploma,0.21,82.5,yes,6.6,good,coaching,low,moderate
41.6,24,other,b.sc,3.11,47.6,yes,6.6,poor,group study,low,easy
53.2,21,other,b.tech,0.09,63.1,no,9.9,good,group study,high,easy
76.6,18,female,b.tech,5.7,68.2,yes,9.2,good,group study,high,hard
42.4,17,male,bba,2.94,46.6,yes,4.2,good,group study,low,hard
83.2,19,female,b.sc,3.86,93.5,yes,9.8,good,self-study,low,hard
87.2,18,other,ba,5.96,86.1,yes,6.7,good,group study,high,easy
40.6,22,other,b.com,1.65,77.9,yes,5.6,poor,mixed,low,moderate
49.5,21,male,bca,2.86,45.1,no,4.1,good,coaching,high,moderate
67.2,22,female,ba,1.42,80.4,yes,7.1,good,self-study,high,easy
60.8,24,male,b.com,4.19,97.9,yes,7.2,good,self-study,high,easy
59.9,19,female,b.com,7.45,63.0,yes,4.1,average,online videos,low,moderate
97.7,21,female,ba,6.04,83.4,yes,8.9,good,coaching,medium,moderate
67.1,23,other,bba,4.41,59.6,yes,9.3,good,mixed,high,moderate
69.2,19,other,bba,0.59,64.6,yes,9.3,good,mixed,medium,easy
82.7,18,female,bba,4.29,63.7,yes,8.8,poor,coaching,low,moderate
79.2,23,male,b.tech,7.76,96.1,yes,5.7,poor,group study,low,hard
30.3,21,other,ba,1.79,42.1,yes,9.3,average,self-study,medium,moderate
70.0,18,other,bba,7.6,64.9,yes,8.5,poor,online videos,low,easy
44.9,22,female,ba,2.48,94.7,no,4.1,poor,self-study,high,moderate
66.6,22,female,b.com,5.45,53.4,yes,9.1,good,coaching,high,moderate
58.7,19,male,bca,3.04,64.5,yes,8.6,average,coaching,medium,hard
69.3,19,female,b.com,2.78,64.5,yes,8.3,average,online videos,high,easy
87.6,24,other,bba,7.85,71.0,yes,5.6,average,self-study,medium,moderate
68.3,22,female,ba,3.98,48.0,yes,6.6,good,group study,low,moderate
53.6,18,male,ba,0.41,88.9,no,8.4,good,group study,medium,moderate
71.0,19,male,b.com,3.74,91.4,yes,6.0,average,group study,low,moderate
55.6,21,female,b.sc,3.6,85.4,yes,5.4,average,mixed,low,easy
82.1,20,male,diploma,4.4,56.4,yes,5.4,poor,coaching,high,moderate
62.2,22,other,b.sc,6.79,42.8,yes,4.2,poor,self-study,high,moderate
49.0,19,female,diploma,4.62,66.5,yes,5.2,poor,group study,low,easy
83.8,22,other,ba,4.34,89.4,no,7.3,average,mixed,low,easy
79.4,24,other,diploma,2.24,94.1,yes,6.1,good,mixed,high,moderate
44.5,17,female,diploma,1.12,48.5,yes,7.1,average,group study,medium,hard
70.8,18,female,b.sc,3.95,75.9,yes,8.7,good,self-study,high,moderate
35.8,21,female,b.tech,0.88,79.5,yes,7.4,poor,self-study,medium,easy
33.5,21,male,bca,4.43,50.4,yes,4.1,average,online videos,low,moderate
65.3,21,male,b.tech,3.6,85.4,yes,5.4,average,online videos,high,hard
73.4,21,male,b.com,4.83,95.0,yes,6.8,average,online videos,medium,easy
23.4,19,other,b.sc,0.81,51.4,no,8.9,poor,coaching,high,moderate
71.8,19,female,bba,4.82,86.2,yes,4.4,average,group study,medium,hard
55.2,19,other,b.sc,2.71,77.6,yes,6.1,average,mixed,high,easy
70.3,20,other,ba,4.6,88.4,yes,8.4,average,group study,low,easy
87.8,24,female,b.sc,5.11,88.4,yes,6.1,average,coaching,high,easy
58.3,18,male,bba,2.97,57.2,yes,4.7,good,online videos,medium,moderate
100.0,18,other,b.sc,7.72,64.7,yes,6.4,good,mixed,medium,moderate
78.1,19,male,b.tech,6.53,45.5,yes,5.1,good,coaching,high,hard
59.4,21,other,bca,3.78,43.9,yes,4.6,average,online videos,high,easy
78.4,17,other,b.tech,7.89,68.8,yes,7.0,average,online videos,high,moderate
77.8,24,male,diploma,3.18,94.5,yes,7.4,good,self-study,medium,easy
80.0,17,other,b.tech,6.56,88.2,yes,8.4,average,group study,medium,moderate
69.2,24,other,bba,5.29,99.4,yes,6.0,average,online videos,medium,moderate
64.3,18,male,b.tech,0.43,98.1,yes,5.6,poor,coaching,medium,hard
61.6,24,female,diploma,6.31,54.2,yes,5.6,average,mixed,high,hard
85.7,24,male,diploma,7.31,86.2,yes,4.2,good,coaching,medium,moderate
59.0,18,male,bba,2.62,46.1,yes,7.6,good,online videos,high,easy
81.1,23,female,bba,6.11,86.1,yes,5.8,poor,self-study,medium,moderate
53.4,17,other,b.sc,3.34,41.4,yes,7.1,average,group study,high,easy
57.7,17,female,b.com,4.65,47.6,yes,5.6,poor,mixed,high,moderate
50.2,22,female,b.com,2.63,86.1,yes,7.5,average,self-study,low,moderate
